battery,feature,horizon,metric,block_length,bootstrap_n,estimate,ci_low,ci_high,n
CS2_35,HF5,8,degradation_pearson,30,1000,-0.013098936612925082,-0.16261750632077873,0.18436232001636865,573
CS2_35,HF5,8,degradation_spearman,30,1000,0.20719865175948116,0.009995025322179475,0.36490045157798484,573
CS2_35,HF5,8,partial_pearson_controlling_SOH,30,1000,-0.017065571187080974,-0.14788182810775197,0.10236574708755733,573
CS2_35,HF6,8,degradation_pearson,10,1000,0.04634997362313216,-0.07444908331249164,0.1752236910136255,573
CS2_35,HF6,8,degradation_spearman,10,1000,0.22728297889491839,0.055673478749876194,0.3732639921967878,573
CS2_35,HF6,8,partial_pearson_controlling_SOH,10,1000,-0.11243103680330299,-0.2411731969355667,0.01801159101088232,573
CS2_35,HF6,8,degradation_pearson,20,1000,0.04663888408182962,-0.0728860721618004,0.16962690049468684,573
CS2_35,HF6,8,degradation_spearman,20,1000,0.22066192583367744,0.061716515760858,0.3645666007708725,573
CS2_35,HF6,8,partial_pearson_controlling_SOH,20,1000,-0.11313661368932279,-0.2428526526018372,0.025392054614767845,573
CS2_35,HF6,8,degradation_pearson,30,1000,0.047092514533036874,-0.06776266807479293,0.17207427165785885,573
CS2_35,HF6,8,degradation_spearman,30,1000,0.22289559239391876,0.07072131364533964,0.3729650977901616,573
CS2_35,HF6,8,partial_pearson_controlling_SOH,30,1000,-0.1144007150803745,-0.2306162979916873,0.03205118055090892,573
CS2_35,HF7,8,degradation_pearson,10,1000,-0.15503615585510952,-0.2665681418748581,-0.041558735711208016,868
CS2_35,HF7,8,degradation_spearman,10,1000,-0.1594244633643393,-0.31808769154763605,0.005668619802347479,868
CS2_35,HF7,8,partial_pearson_controlling_SOH,10,1000,0.43178837923997454,0.2518629346342515,0.6126736966368616,868
CS2_35,HF7,8,degradation_pearson,20,1000,-0.1487834405483314,-0.2631330515793019,-0.046155413776225535,868
CS2_35,HF7,8,degradation_spearman,20,1000,-0.15486296584368753,-0.3218153318285208,0.06136503509303589,868
CS2_35,HF7,8,partial_pearson_controlling_SOH,20,1000,0.428833685621235,0.276052434550802,0.6101890734205763,868
CS2_35,HF7,8,degradation_pearson,30,1000,-0.1491276965118436,-0.2669778822750796,-0.040260708260303944,868
CS2_35,HF7,8,degradation_spearman,30,1000,-0.15533525482447874,-0.34960819119356795,0.0741079403738161,868
CS2_35,HF7,8,partial_pearson_controlling_SOH,30,1000,0.42779172960941236,0.26828888260665923,0.6011645652838026,868
CS2_35,HF8,8,degradation_pearson,10,1000,0.14283912752044942,0.00916152447858855,0.2537080451956859,844
CS2_35,HF8,8,degradation_spearman,10,1000,0.1457382020453094,-0.04523576531602741,0.3044973070133261,844
CS2_35,HF8,8,partial_pearson_controlling_SOH,10,1000,0.17709150220061326,0.02666178004122885,0.335163833591403,844
CS2_35,HF8,8,degradation_pearson,20,1000,0.1424851060686698,0.0012221664033288796,0.2583665806959385,844
CS2_35,HF8,8,degradation_spearman,20,1000,0.13663060640942232,-0.07213975348080984,0.32220222774837814,844
CS2_35,HF8,8,partial_pearson_controlling_SOH,20,1000,0.17533283823430978,0.023244208501395407,0.34456335068915533,844
CS2_35,HF8,8,degradation_pearson,30,1000,0.13418476781201039,-0.01177589052978489,0.2604543302760586,844
CS2_35,HF8,8,degradation_spearman,30,1000,0.13631078238125827,-0.09421599969796456,0.31471022922866726,844
CS2_35,HF8,8,partial_pearson_controlling_SOH,30,1000,0.17659680679153344,0.02870415525295477,0.3544297463241197,844
CS2_35,HF1,12,degradation_pearson,10,1000,-0.22649368672589765,-0.3684641608553526,-0.09249416425663504,864
CS2_35,HF1,12,degradation_spearman,10,1000,-0.19848424439552045,-0.363950928352382,-0.01160597525357326,864
CS2_35,HF1,12,partial_pearson_controlling_SOH,10,1000,0.3911103539523564,0.20779438592995536,0.5866045491420463,864
CS2_35,HF1,12,degradation_pearson,20,1000,-0.22253514919954087,-0.37419018144961674,-0.07561217185066181,864
CS2_35,HF1,12,degradation_spearman,20,1000,-0.19595896474419866,-0.36786487333121365,0.02120366878725075,864
CS2_35,HF1,12,partial_pearson_controlling_SOH,20,1000,0.38904790232562414,0.21737182673525351,0.5791277588460984,864
CS2_35,HF1,12,degradation_pearson,30,1000,-0.21597675275210879,-0.36774056641874964,-0.0618460332671092,864
CS2_35,HF1,12,degradation_spearman,30,1000,-0.18573880174859395,-0.3922833170419553,0.04465060215055243,864
CS2_35,HF1,12,partial_pearson_controlling_SOH,30,1000,0.38551176162826495,0.2232774522610263,0.5817049828282923,864
CS2_35,HF2,12,degradation_pearson,10,1000,0.1880815965019369,0.0610013978035801,0.31058248801068383,840
CS2_35,HF2,12,degradation_spearman,10,1000,0.15629677701172784,-0.02280836271308449,0.31476751933839625,840
CS2_35,HF2,12,partial_pearson_controlling_SOH,10,1000,0.20716194083599443,0.07946459012448188,0.32383557404393265,840
CS2_35,HF2,12,degradation_pearson,20,1000,0.18494292164561144,0.02752836554373317,0.32099718614557654,840
CS2_35,HF2,12,degradation_spearman,20,1000,0.1450337635373784,-0.08334927355480647,0.334683455029988,840
CS2_35,HF2,12,partial_pearson_controlling_SOH,20,1000,0.21498058017855018,0.07589611572267314,0.333579021311909,840
CS2_35,HF2,12,degradation_pearson,30,1000,0.18322221874946487,0.007654408216461787,0.32066079892268295,840
CS2_35,HF2,12,degradation_spearman,30,1000,0.14356684467846273,-0.09125561495307286,0.34088518654621935,840
CS2_35,HF2,12,partial_pearson_controlling_SOH,30,1000,0.2078770874074195,0.0808391432396541,0.3298466155481128,840
CS2_35,HF3,12,degradation_pearson,10,1000,-0.14488094303750973,-0.35097311229158784,-0.07352391343087415,838
CS2_35,HF3,12,degradation_spearman,10,1000,-0.1684069541137554,-0.3392222982151983,0.02728420876788001,838
CS2_35,HF3,12,partial_pearson_controlling_SOH,10,1000,0.003534015066826897,-0.15976045220845,0.035750165220435226,838
