feature,horizon,metric,mean,median,std,count
HF7,16,spearman,-0.3024844809424205,-0.3168945028951733,0.045334210038294284,4
HF7,24,pearson,-0.27542085739049865,-0.25361272726332446,0.09125989940253282,4
HF7,24,spearman,-0.3842379736197698,-0.38531612032541024,0.048113899709558865,4
HF7,32,pearson,-0.3512976627465716,-0.31699549826514417,0.11900057981809525,4
HF7,32,spearman,-0.43041749641993254,-0.42478246740485714,0.05131580251399,4
HF7,48,pearson,-0.48468087679418664,-0.46173159179311174,0.11821736033787612,4
HF7,48,spearman,-0.5456157606459773,-0.5417584781066223,0.08755488082188237,4
HF7,64,pearson,-0.5601715289606213,-0.5418165878257457,0.1074782679587971,4
HF7,64,spearman,-0.575146343444398,-0.5605900381816836,0.08971040431682718,4
HF8,1,pearson,0.0066194200241446255,0.00047617345031153273,0.016718832344172006,4
HF8,1,spearman,0.07861077211121065,0.07371874221670821,0.023531022338871076,4
HF8,4,pearson,0.03387811059151024,0.02431540808892576,0.037506223036076425,4
HF8,4,spearman,0.06395614598682414,0.06398705660706341,0.01363663000129103,4
HF8,8,pearson,0.06565194251339086,0.04091072785617082,0.0499901582008572,4
HF8,8,spearman,0.19234611514932767,0.18860061455436505,0.04005987333979308,4
HF8,12,pearson,0.10707073918323098,0.08442948705791016,0.06792425676109505,4
HF8,12,spearman,0.21295060452375117,0.21797649596691415,0.03337983165951924,4
HF8,16,pearson,0.16587478989225327,0.1482699662299357,0.08309166084834704,4
HF8,16,spearman,0.2741731731401218,0.28353486347375145,0.038573297986318075,4
HF8,24,pearson,0.22079068145051356,0.1914893420790536,0.09756959724995232,4
HF8,24,spearman,0.34974406314019085,0.34432360843294696,0.03748459820369369,4
HF8,32,pearson,0.2930891930092942,0.2549560973875542,0.12198584875481618,4
HF8,32,spearman,0.40469625617753796,0.3992132368685677,0.033737937818823525,4
HF8,48,pearson,0.3993550002545825,0.360409240184133,0.133364076109446,4
HF8,48,spearman,0.5252802978383581,0.5264320059014025,0.07330869552686717,4
HF8,64,pearson,0.4790628919955037,0.4525626552265416,0.11336026064541523,4
HF8,64,spearman,0.5454396874945616,0.5299227145429429,0.0790472313104095,4
