battery,state_definition,state,horizon,feature_group,mae_full,mae_without,lofo_value,n_state_samples,reliable
CS2_36,cycle_position,Late-life,1,Group_CC,0.01562874086338462,0.01670516997006281,0.0010764291066781909,308,True
CS2_36,cycle_position,Late-life,1,Group_CV,0.01562874086338462,0.015490013471196941,-0.00013872739218767811,308,True
CS2_36,cycle_position,Late-life,1,Group_EnergyEfficiency,0.01562874086338462,0.01584175185083951,0.00021301098745489175,308,True
CS2_36,cycle_position,Late-life,1,Group_DischargeIC,0.01562874086338462,0.01545918391456619,-0.0001695569488184296,308,True
CS2_37,soh_level,Early,1,Group_CC,0.012270924242757521,0.012817888762560441,0.0005469645198029199,560,True
CS2_37,soh_level,Early,1,Group_CV,0.012270924242757521,0.012413843342805922,0.00014291910004840015,560,True
CS2_37,soh_level,Early,1,Group_EnergyEfficiency,0.012270924242757521,0.012542702178231651,0.00027177793547412954,560,True
CS2_37,soh_level,Early,1,Group_DischargeIC,0.012270924242757521,0.012629820820825366,0.0003588965780678445,560,True
CS2_37,soh_level,Middle,1,Group_CC,0.010518914113062546,0.011229083394832588,0.0007101692817700414,283,True
CS2_37,soh_level,Middle,1,Group_CV,0.010518914113062546,0.010434635106249578,-8.42790068129682e-05,283,True
CS2_37,soh_level,Middle,1,Group_EnergyEfficiency,0.010518914113062546,0.01087059231648112,0.000351678203418573,283,True
CS2_37,soh_level,Middle,1,Group_DischargeIC,0.010518914113062546,0.010987860197808232,0.00046894608474568576,283,True
CS2_37,soh_level,Late,1,Group_CC,0.015617232722025786,0.01658661645635486,0.0009693837343290723,158,True
CS2_37,soh_level,Late,1,Group_CV,0.015617232722025786,0.015677170050982302,5.993732895651603e-05,158,True
CS2_37,soh_level,Late,1,Group_EnergyEfficiency,0.015617232722025786,0.015975269239997966,0.00035803651797217985,158,True
CS2_37,soh_level,Late,1,Group_DischargeIC,0.015617232722025786,0.015165372018058634,-0.00045186070396715204,158,True
CS2_37,degradation_dynamics,Slow,1,Group_CC,0.013660653276405152,0.014364022970753749,0.0007033696943485965,233,True
CS2_37,degradation_dynamics,Slow,1,Group_CV,0.013660653276405152,0.013866025703037714,0.00020537242663256142,233,True
CS2_37,degradation_dynamics,Slow,1,Group_EnergyEfficiency,0.013660653276405152,0.013964304745756228,0.00030365146935107563,233,True
CS2_37,degradation_dynamics,Slow,1,Group_DischargeIC,0.013660653276405152,0.014316243736012532,0.0006555904596073792,233,True
CS2_37,degradation_dynamics,Medium,1,Group_CC,0.007851206831967918,0.008177041564445878,0.00032583473247796077,289,True
CS2_37,degradation_dynamics,Medium,1,Group_CV,0.007851206831967918,0.007867818798614463,1.6611966646545503e-05,289,True
CS2_37,degradation_dynamics,Medium,1,Group_EnergyEfficiency,0.007851206831967918,0.00794135636998102,9.014953801310226e-05,289,True
CS2_37,degradation_dynamics,Medium,1,Group_DischargeIC,0.007851206831967918,0.008111980464036774,0.0002607736320688562,289,True
CS2_37,degradation_dynamics,Fast,1,Group_CC,0.013144920831155864,0.013868417388955856,0.0007234965577999925,313,True
CS2_37,degradation_dynamics,Fast,1,Group_CV,0.013144920831155864,0.01307627455224579,-6.864627891007419e-05,313,True
CS2_37,degradation_dynamics,Fast,1,Group_EnergyEfficiency,0.013144920831155864,0.013375559546882547,0.0002306387157266828,313,True
CS2_37,degradation_dynamics,Fast,1,Group_DischargeIC,0.013144920831155864,0.013192164469404612,4.724363824874789e-05,313,True
CS2_37,cycle_position,Early-life,1,Group_CC,0.01595565094732564,0.016894733996101603,0.0009390830487759627,301,True
CS2_37,cycle_position,Early-life,1,Group_CV,0.01595565094732564,0.016167922329481492,0.0002122713821558521,301,True
