battery,feature,horizon,metric,block_length,bootstrap_n_c,circular_estimate,circular_low,circular_high,circular_n,bootstrap_n_n,noncircular_estimate,noncircular_low,noncircular_high,n_effective,contiguous_segments,max_segment_length,bootstrap_type,ci_width_circular,ci_width_noncircular
CS2_35,HF1,4,degradation_pearson,10,1000,-0.0730406809472055,-0.1419269798085545,-0.0002959363687772,872,1000,-0.06331431662596534,-0.13506069221382455,0.008699460131437516,872,9,371,non_circular_segmented,0.1416310434397773,0.14376015234526207
CS2_35,HF1,4,degradation_spearman,10,1000,-0.0917817058220893,-0.2124704702901011,0.0358226891878871,872,1000,-0.07631162143904625,-0.20393542313542434,0.05126422818912867,872,9,371,non_circular_segmented,0.2482931594779882,0.255199651324553
CS2_35,HF1,4,partial_pearson_controlling_SOH,10,1000,0.4338221878765251,0.2676699186428971,0.6167961111961223,872,1000,0.5808151659205372,0.4115672467855037,0.6559948262332671,872,9,371,non_circular_segmented,0.34912619255322525,0.2444275794477634
CS2_35,HF1,4,degradation_pearson,20,1000,-0.0714813702508364,-0.1415341169617802,-0.0071868024051589,872,1000,-0.05457957796464585,-0.11858980069462109,-0.0038381197275571665,872,9,371,non_circular_segmented,0.1343473145566213,0.11475168096706392
CS2_35,HF1,4,degradation_spearman,20,1000,-0.091795591430723,-0.2196841806615745,0.0433434125564583,872,1000,-0.062270057371891674,-0.18738216865440585,0.06956747367449012,872,9,371,non_circular_segmented,0.2630275932180328,0.25694964232889594
CS2_35,HF1,4,partial_pearson_controlling_SOH,20,1000,0.4220717000888713,0.2561346438211,0.6219493815606766,872,1000,0.5938760143421435,0.4309428536545551,0.662609692448066,872,9,371,non_circular_segmented,0.36581473773957657,0.2316668387935109
CS2_35,HF1,4,degradation_pearson,30,1000,-0.0674383018730033,-0.1402398115328194,-0.0089769392578429,872,1000,-0.05307500963649901,-0.09604224803691126,-0.003730849782326666,872,9,371,non_circular_segmented,0.1312628722749765,0.09231139825458459
CS2_35,HF1,4,degradation_spearman,30,1000,-0.0821176637616862,-0.2279817567579286,0.0697602661822922,872,1000,-0.053459040692078304,-0.19364031225398975,0.10009729248492047,872,9,371,non_circular_segmented,0.2977420229402208,0.2937376047389102
CS2_35,HF1,4,partial_pearson_controlling_SOH,30,1000,0.4291775311360483,0.2614598804574099,0.6264207495261966,872,1000,0.6131063476099639,0.45243795349118715,0.6702674807842678,872,9,371,non_circular_segmented,0.3649608690687867,0.21782952729308064
CS2_35,HF2,4,degradation_pearson,10,1000,0.0744699829804504,-0.0041899784726492,0.1542803354578092,848,1000,0.09168389032878241,-0.0021327963747304105,0.1771425306796573,848,34,111,non_circular_segmented,0.1584703139304584,0.1792753270543877
CS2_35,HF2,4,degradation_spearman,10,1000,0.0520749637258647,-0.0747960945091542,0.1804345297343414,848,1000,0.027595089602898228,-0.10903600989926886,0.15034398729365747,848,34,111,non_circular_segmented,0.25523062424349563,0.2593799971929263
CS2_35,HF2,4,partial_pearson_controlling_SOH,10,1000,0.0953840583717816,0.0164138878857348,0.1833166590391769,848,1000,0.09932459344572335,0.006028590417725231,0.20403912251183942,848,34,111,non_circular_segmented,0.1669027711534421,0.19801053209411418
CS2_35,HF2,4,degradation_pearson,20,1000,0.070855908459979,-0.0087593687457884,0.144074757616847,848,1000,0.08852934880314658,-0.02520236133660906,0.1839004489160249,848,34,111,non_circular_segmented,0.15283412636263538,0.20910281025263394
CS2_35,HF2,4,degradation_spearman,20,1000,0.0439914646094669,-0.095737906478091,0.1725682121462138,848,1000,-0.0032286408063162625,-0.15627402506491447,0.1559516603115078,848,34,111,non_circular_segmented,0.26830611862430476,0.31222568537642226
CS2_35,HF2,4,partial_pearson_controlling_SOH,20,1000,0.0996246947589491,0.0158868173639402,0.1895400655062393,848,1000,0.1387303660569183,0.0363005688487428,0.2616880326428189,848,34,111,non_circular_segmented,0.1736532481422991,0.22538746379407612
CS2_35,HF2,4,degradation_pearson,30,1000,0.0709112478842443,-0.0159809581769744,0.1530260645090965,848,1000,0.08199912515455864,-0.08642010703429544,0.2074240915476629,848,34,111,non_circular_segmented,0.1690070226860709,0.2938441985819583
CS2_35,HF2,4,degradation_spearman,30,1000,0.0372078388723386,-0.1183550758774497,0.1858101544929817,848,1000,-0.04134718228631005,-0.24335186697144895,0.15422618159877807,848,34,111,non_circular_segmented,0.3041652303704314,0.39757804857022705
CS2_35,HF2,4,partial_pearson_controlling_SOH,30,1000,0.0968967901533966,0.0061583223014068,0.1819918477487995,848,1000,0.15902435554208766,0.07226625262777515,0.27668513074485146,848,34,111,non_circular_segmented,0.1758335254473927,0.20441887811707632
CS2_35,HF3,4,degradation_pearson,10,1000,-0.0809376567806514,-0.2208561580746729,-0.0232314738653428,846,1000,-0.07654503184609877,-0.18580562031255143,0.03504918956373822,846,34,111,non_circular_segmented,0.1976246842093301,0.22085480987628964
CS2_35,HF3,4,degradation_spearman,10,1000,-0.0524150182862894,-0.1788133428686539,0.0862630616853347,846,1000,-0.007527997583002353,-0.14631933140751055,0.12578516336638093,846,34,111,non_circular_segmented,0.2650764045539886,0.2721044947738915
CS2_35,HF3,4,partial_pearson_controlling_SOH,10,1000,0.0231182187792005,-0.1200197583858495,0.1234045516159565,846,1000,-0.15895782327091493,-0.28046353294163845,0.017206605101581583,846,34,111,non_circular_segmented,0.24342431000180598,0.29767013804322
CS2_35,HF3,4,degradation_pearson,20,1000,-0.0830394027192329,-0.2175760343119099,-0.0133664963807569,846,1000,-0.05134760844913439,-0.1767829374722915,0.10077919640683003,846,34,111,non_circular_segmented,0.20420953793115298,0.27756213387912154
CS2_35,HF3,4,degradation_spearman,20,1000,-0.0501972386281308,-0.2074310723933852,0.120600251952167,846,1000,0.023155620951751797,-0.13592217744350468,0.19905066583004935,846,34,111,non_circular_segmented,0.3280313243455522,0.33497284327355403
CS2_35,HF3,4,partial_pearson_controlling_SOH,20,1000,0.022493692650972,-0.1209244179530241,0.1275811694279763,846,1000,-0.20195354278181038,-0.3194551133470754,0.013826385626590349,846,34,111,non_circular_segmented,0.24850558738100037,0.3332814989736657
CS2_35,HF3,4,degradation_pearson,30,1000,-0.0815528214153441,-0.2334268215341861,-0.0115037579978127,846,1000,-0.06722489586704782,-0.20432168557225558,0.13367769783902164,846,34,111,non_circular_segmented,0.2219230635363734,0.3379993834112772
CS2_35,HF3,4,degradation_spearman,30,1000,-0.0470126898222461,-0.2329988134745832,0.1458295908842623,846,1000,0.05877383612120577,-0.1511830850945551,0.2860073432117404,846,34,111,non_circular_segmented,0.3788284043588455,0.4371904283062955
CS2_35,HF3,4,partial_pearson_controlling_SOH,30,1000,0.0245214149549587,-0.0953493598501981,0.134698332079711,846,1000,-0.1987189840788691,-0.3115438411344801,0.016710853923674777,846,34,111,non_circular_segmented,0.2300476919299091,0.32825469505815486
