battery,feature,horizon,metric,value,n_effective,support_rule,rank
CS2_38,HF5,16,pearson_partial_controlling_SOH,-0.08357409915469023,528,double_common,3.0
CS2_38,HF6,16,pearson_partial_controlling_SOH,-0.12791581749667105,528,double_common,1.0
CS2_38,HF7,16,pearson_partial_controlling_SOH,-0.03240008223705678,528,double_common,6.0
CS2_38,HF8,16,pearson_partial_controlling_SOH,0.06896176273910337,528,double_common,4.0
CS2_38,HF1,24,pearson_partial_controlling_SOH,0.0907392243367355,528,double_common,4.0
CS2_38,HF2,24,pearson_partial_controlling_SOH,0.07906904187400313,528,double_common,7.0
CS2_38,HF3,24,pearson_partial_controlling_SOH,-0.11189427775372314,528,double_common,2.0
CS2_38,HF4,24,pearson_partial_controlling_SOH,0.08208171723728597,528,double_common,6.0
CS2_38,HF5,24,pearson_partial_controlling_SOH,-0.09845822571208665,528,double_common,3.0
CS2_38,HF6,24,pearson_partial_controlling_SOH,-0.12952409214085625,528,double_common,1.0
CS2_38,HF7,24,pearson_partial_controlling_SOH,0.08659676208171219,528,double_common,5.0
CS2_38,HF8,24,pearson_partial_controlling_SOH,0.04206461348535859,528,double_common,8.0
CS2_38,HF1,32,pearson_partial_controlling_SOH,-0.031077424598636605,528,double_common,6.0
CS2_38,HF2,32,pearson_partial_controlling_SOH,0.05165728042244415,528,double_common,4.0
CS2_38,HF3,32,pearson_partial_controlling_SOH,0.021154750291761313,528,double_common,7.0
CS2_38,HF4,32,pearson_partial_controlling_SOH,0.0582304425249255,528,double_common,3.0
CS2_38,HF5,32,pearson_partial_controlling_SOH,-0.12225980682332518,528,double_common,2.0
CS2_38,HF6,32,pearson_partial_controlling_SOH,-0.18021131859102194,528,double_common,1.0
CS2_38,HF7,32,pearson_partial_controlling_SOH,-0.03355641903444983,528,double_common,5.0
CS2_38,HF8,32,pearson_partial_controlling_SOH,-0.0005231656563618008,528,double_common,8.0
CS2_38,HF1,48,pearson_partial_controlling_SOH,0.06892982852267439,528,double_common,4.0
CS2_38,HF2,48,pearson_partial_controlling_SOH,0.07802021332789666,528,double_common,3.0
CS2_38,HF3,48,pearson_partial_controlling_SOH,-0.06375786335314099,528,double_common,6.0
CS2_38,HF4,48,pearson_partial_controlling_SOH,0.0027144392132240555,528,double_common,8.0
CS2_38,HF5,48,pearson_partial_controlling_SOH,-0.20623371853182546,528,double_common,1.0
CS2_38,HF6,48,pearson_partial_controlling_SOH,-0.20325146483644663,528,double_common,2.0
CS2_38,HF7,48,pearson_partial_controlling_SOH,0.06618186108234039,528,double_common,5.0
CS2_38,HF8,48,pearson_partial_controlling_SOH,0.02597327327773963,528,double_common,7.0
CS2_38,HF1,64,pearson_partial_controlling_SOH,-0.04249186314120608,528,double_common,6.0
CS2_38,HF2,64,pearson_partial_controlling_SOH,0.06367956528842608,528,double_common,3.0
CS2_38,HF3,64,pearson_partial_controlling_SOH,0.026925891446792583,528,double_common,7.0
CS2_38,HF4,64,pearson_partial_controlling_SOH,0.05785387037465745,528,double_common,4.0
CS2_38,HF5,64,pearson_partial_controlling_SOH,-0.18008527538362593,528,double_common,2.0
CS2_38,HF6,64,pearson_partial_controlling_SOH,-0.19650269269033943,528,double_common,1.0
CS2_38,HF7,64,pearson_partial_controlling_SOH,-0.045521163104315795,528,double_common,5.0
CS2_38,HF8,64,pearson_partial_controlling_SOH,0.010579775224845048,528,double_common,8.0
