battery,feature,horizon,metric,value,n_effective,support_rule,abs_partial,delta_abs_from_h1
CS2_36,HF5,64,pearson_partial_controlling_SOH,-0.1547092654963948,608,horizon_common,0.1547092654963948,0.12818037630144383
CS2_36,HF6,64,pearson_partial_controlling_SOH,-0.19802769765920547,608,horizon_common,0.19802769765920547,0.1633453793403729
CS2_37,HF5,1,pearson_partial_controlling_SOH,0.017679987451184122,642,horizon_common,0.017679987451184122,0.0
CS2_37,HF6,1,pearson_partial_controlling_SOH,-0.03090313126699508,642,horizon_common,0.03090313126699508,0.0
CS2_37,HF5,4,pearson_partial_controlling_SOH,-0.07442045597579483,641,horizon_common,0.07442045597579483,0.056740468524610704
CS2_37,HF6,4,pearson_partial_controlling_SOH,-0.06984789420125158,641,horizon_common,0.06984789420125158,0.0389447629342565
CS2_37,HF5,8,pearson_partial_controlling_SOH,-0.0032601056976142117,642,horizon_common,0.0032601056976142117,-0.01441988175356991
CS2_37,HF6,8,pearson_partial_controlling_SOH,-0.08311160091076089,642,horizon_common,0.08311160091076089,0.05220846964376581
CS2_37,HF5,12,pearson_partial_controlling_SOH,-0.07970881414209059,642,horizon_common,0.07970881414209059,0.062028826690906466
CS2_37,HF6,12,pearson_partial_controlling_SOH,-0.12070275763791181,642,horizon_common,0.12070275763791181,0.08979962637091674
CS2_37,HF5,16,pearson_partial_controlling_SOH,-0.11726015451235117,641,horizon_common,0.11726015451235117,0.09958016706116704
CS2_37,HF6,16,pearson_partial_controlling_SOH,-0.18900436823334346,641,horizon_common,0.18900436823334346,0.15810123696634837
CS2_37,HF5,24,pearson_partial_controlling_SOH,-0.06014293510738918,640,horizon_common,0.06014293510738918,0.04246294765620506
CS2_37,HF6,24,pearson_partial_controlling_SOH,-0.1412711737598095,640,horizon_common,0.1412711737598095,0.11036804249281441
CS2_37,HF5,32,pearson_partial_controlling_SOH,-0.04350228257573842,640,horizon_common,0.04350228257573842,0.025822295124554296
CS2_37,HF6,32,pearson_partial_controlling_SOH,-0.1300280733311281,640,horizon_common,0.1300280733311281,0.09912494206413301
CS2_37,HF5,48,pearson_partial_controlling_SOH,-0.1280509795730293,641,horizon_common,0.1280509795730293,0.11037099212184517
CS2_37,HF6,48,pearson_partial_controlling_SOH,-0.22936346012179737,641,horizon_common,0.22936346012179737,0.1984603288548023
CS2_37,HF5,64,pearson_partial_controlling_SOH,-0.21029818798964986,641,horizon_common,0.21029818798964986,0.19261820053846573
CS2_37,HF6,64,pearson_partial_controlling_SOH,-0.28813248044815276,641,horizon_common,0.28813248044815276,0.2572293491811577
